rule,model_family,mcc,phi,cost
Knee point,logreg,0.8935067205006074,0.609424877706038,25.2
Cost-constrained (budget=42),logreg,0.8952908576000291,0.4329518948547557,42.2
Weighted MES,logreg,0.8935067205006074,0.609424877706038,25.2
