rule,model_family,mcc,phi,cost
Knee point,mlp,0.726120887067013,0.44370222768941403,2625.0
Cost-constrained (budget=99),logreg,0.741189061140189,0.24198974433872902,3.2
Weighted MES,logreg,0.7409575184327887,0.36005581992662355,7.0
