rule,model_family,mcc,phi,cost
Knee point,mlp,0.6727400170895954,0.26437356715422045,513.0
Cost-constrained (budget=737),mlp,0.6812277911579899,0.1558217381732353,737.0
Weighted MES,mlp,0.6727400170895954,0.26437356715422045,513.0
