dataset,seed,moxec_best_mcc,moxec_best_mcc_family,n_trials,n_pareto_front,flaml_mcc,autogluon_mcc
A6_raisin,0,0.7462355733463184,mlp,100,20,0.734058687945213,0.7349684152591671
A6_raisin,1,0.7424297546416552,rforest,100,15,0.7689961710999053,0.6904248749404297
A6_raisin,2,0.7484116035963307,mlp,100,16,0.7000432138778694,0.7233393492970545
