dataset,seed,moxec_best_mcc,moxec_best_mcc_family,n_trials,n_pareto_front,flaml_mcc,autogluon_mcc
A1_dry_bean,0,0.918450206671778,mlp,100,15,0.9231653590302697,0.9213833839961895
A1_dry_bean,1,0.9185573130257367,mlp,100,15,0.900934238878045,0.9049229453137315
A1_dry_bean,2,0.9176556959278066,mlp,100,15,0.9098613692563757,0.9120952101261154
