dataset,seed,moxec_best_mcc,moxec_best_mcc_family,n_trials,n_pareto_front,flaml_mcc,autogluon_mcc
M1_eeg_eye_state,0,0.9369730227026863,mlp,100,12,0.9223771648752185,0.9115706998532649
M1_eeg_eye_state,1,0.9332048797790347,knn,100,14,0.8986159834491688,0.8899953157780521
M1_eeg_eye_state,2,0.925677379004261,mlp,100,13,0.9237597830690544,0.9136774572096077
