dataset,seed,moxec_best_mcc,moxec_best_mcc_family,n_trials,n_pareto_front,flaml_mcc,autogluon_mcc
A5_rice,0,0.8596710122894222,mlp,100,8,0.8443472558002688,0.8366395585503466
A5_rice,1,0.8590846296690859,logreg,100,11,0.8689853492137327,0.8741893098441419
A5_rice,2,0.8605616580189077,logreg,100,7,0.8819246380347362,0.8792122221692852
