seed,MOXEC (NSGA-II),Random Search (3-obj),TPE (MCC-only)
0,1.085871526556534,1.0968878826683108,0.9030930955310984
1,1.1155827075586913,1.1241204072090643,0.7222277362365225
2,1.0974339175885421,1.0879873872187857,0.7102798404713464
