seed,MOXEC (NSGA-II),Random Search (3-obj),TPE (MCC-only)
0,0.9143857524920923,1.01461806346833,0.6991109270994207
1,0.877817532448434,1.0712957376761958,0.37858734663581367
2,0.8869348957583031,0.9100083129352537,0.3572090535480426
