seed,MOXEC (NSGA-II),Random Search (3-obj),TPE (MCC-only)
0,1.1155036358886214,1.1482994075458535,0.9753483033287765
1,1.090631880225858,1.0783341909109816,0.5836101581582189
2,1.1234430789415037,1.0985786074761672,0.6614665035865401
