seed,MOXEC (NSGA-II),Random Search (3-obj),TPE (MCC-only)
0,1.0535856238058474,1.0508703361058735,0.13102687600797586
1,0.9443070713601256,0.9383597835076198,0.42324275670521305
2,1.0356539520495267,1.0656923084872818,0.5241576472291504
