seed,MOXEC (NSGA-II),Random Search (3-obj),TPE (MCC-only)
0,0.8112855565404087,0.8358131121343266,0.890651376452536
1,0.8962520585902388,0.7331824587040201,1.117451513563684
2,0.883649553928731,0.7753054715931221,1.1576076886232434
