seed,MOXEC (NSGA-II),Random Search (3-obj),TPE (MCC-only)
0,0.9838649964407894,0.9822289222819496,0.5337526162449007
1,0.9648210111782495,0.9401467876461587,0.5924255590262386
2,0.9641164368319175,0.9481453938783716,0.573717388801633
