seed,MOXEC (NSGA-II),Random Search (3-obj),TPE (MCC-only)
0,0.6995167875439431,0.7002700300635123,1.1562703577000442
1,0.727554803268271,0.7259643558663543,0.6235682840807896
2,0.6918840713788856,0.6918823159513217,0.3559233898495909
