seed,MOXEC (NSGA-II),Random Search (3-obj),TPE (MCC-only)
0,0.9756215286801491,0.9507629690537389,0.6612502180285197
1,1.0252261234600688,1.01676444821552,0.7308719518270662
2,1.0374162058309233,0.9765705283755185,0.7085094956389753
