method,seed,mcc,phi,cost
FLAML,0,0.9223771648752185,,
AutoGluon,0,0.9115706998532649,,
FLAML,1,0.8986159834491688,,
AutoGluon,1,0.8899953157780521,,
FLAML,2,0.9237597830690544,,
AutoGluon,2,0.9136774572096077,,
