method,seed,mcc,phi,cost
FLAML,0,0.8443472558002688,,
AutoGluon,0,0.8366395585503466,,
FLAML,1,0.8689853492137327,,
AutoGluon,1,0.8741893098441419,,
FLAML,2,0.8819246380347362,,
AutoGluon,2,0.8792122221692852,,
