seed,MOXEC (NSGA-II),Random Search (3-obj),TPE (MCC-only)
0,0.9044919736504986,0.9060225460531761,1.054644551322271
1,0.8792442096166659,0.851904900083816,1.1403079489129484
2,0.897549661177378,0.9100598462372392,0.9251429092740797
