seed,MOXEC (NSGA-II),Random Search (3-obj),TPE (MCC-only)
0,1.091628454347638,1.0612895291140285,0.968504864209818
1,1.0899702377079163,1.0551182306982478,0.9996593974986846
2,1.056561310301264,1.0651017213569725,0.4960856722158478
