dataset,domain,n_instances,n_features,n_classes,moxec_best_mcc_mean,moxec_best_mcc_std,flaml_mcc_mean,autogluon_mcc_mean,hv_moxec_mean,hv_moxec_std,hv_random_mean,hv_random_std,hv_tpe_mean,hv_tpe_std,wilcoxon_vs_random_p,wilcoxon_vs_tpe_p,faithfulness_sanity_rho,latency_proxy_rho,n_pareto_front_mean,nav_all_three_agree,elapsed_minutes
A6_raisin,agriculture,900,7,2,0.7456923105281015,0.0030277021148688143,0.7343660243076625,0.7162442131655505,1.109859531685328,0.017118283339243586,1.108404068644334,0.036002606156589616,0.7401416550245118,0.20738135930154875,1.0,0.25,0.9761904761904763,-0.709090909090909,17.0,False,69.92826130787532
