dataset,domain,n_instances,n_features,n_classes,moxec_best_mcc_mean,moxec_best_mcc_std,flaml_mcc_mean,autogluon_mcc_mean,hv_moxec_mean,hv_moxec_std,hv_random_mean,hv_random_std,hv_tpe_mean,hv_tpe_std,wilcoxon_vs_random_p,wilcoxon_vs_tpe_p,faithfulness_sanity_rho,latency_proxy_rho,n_pareto_front_mean,nav_all_three_agree,elapsed_minutes
A3_wine_quality,agriculture,6497,11,2,0.6330476161436761,0.007575088312118527,0.6277664300297244,0.6064726293572958,1.0111822157385,0.05860545976882542,1.0183074760335917,0.06963223299226669,0.3594757599807797,0.20417547165043914,1.0,0.25,1.0,0.8909090909090909,32.0,False,190.59839330911637
