dataset,domain,n_instances,n_features,n_classes,moxec_best_mcc_mean,moxec_best_mcc_std,flaml_mcc_mean,autogluon_mcc_mean,hv_moxec_mean,hv_moxec_std,hv_random_mean,hv_random_std,hv_tpe_mean,hv_tpe_std,wilcoxon_vs_random_p,wilcoxon_vs_tpe_p,faithfulness_sanity_rho,latency_proxy_rho,n_pareto_front_mean,nav_all_three_agree,elapsed_minutes
A1_dry_bean,agriculture,13611,16,7,0.918221071875107,0.0004925499102670178,0.9113203223882301,0.9128005131453455,0.9095976709756238,0.031409572782810445,0.9084867439185458,0.030550877965382976,1.092805588018469,0.08881148545112753,0.5,0.25,0.8333333333333335,0.7659609850368815,15.0,True,691.9491810162862
