dataset,domain,n_instances,n_features,n_classes,moxec_best_mcc_mean,moxec_best_mcc_std,flaml_mcc_mean,autogluon_mcc_mean,hv_moxec_mean,hv_moxec_std,hv_random_mean,hv_random_std,hv_tpe_mean,hv_tpe_std,wilcoxon_vs_random_p,wilcoxon_vs_tpe_p,faithfulness_sanity_rho,latency_proxy_rho,n_pareto_front_mean,nav_all_three_agree,elapsed_minutes
A4_landsat_satellite,agriculture,6435,36,6,0.904422562368091,0.002430000420404009,0.9013372149566634,0.9015965926543291,1.0793866674522727,0.019784719290639203,1.0605031603897495,0.005037986032245767,0.8214166446414501,0.2821751804299109,0.5,0.25,0.7142857142857144,0.18787878787878787,24.333333333333332,False,261.88892244497936
