dataset,domain,n_instances,n_features,n_classes,moxec_best_mcc_mean,moxec_best_mcc_std,flaml_mcc_mean,autogluon_mcc_mean,hv_moxec_mean,hv_moxec_std,hv_random_mean,hv_random_std,hv_tpe_mean,hv_tpe_std,wilcoxon_vs_random_p,wilcoxon_vs_tpe_p,faithfulness_sanity_rho,latency_proxy_rho,n_pareto_front_mean,nav_all_three_agree,elapsed_minutes
M4_cardiotocography,medical,2126,21,3,0.8856414596003636,0.0037458209799197616,0.8662567333178713,0.8615253696013614,0.9709341481503188,0.011203982969718949,0.9568403679354933,0.02234789574583528,0.566631854690924,0.029971355472868656,0.25,0.25,0.6428571428571429,-0.13939393939393938,33.333333333333336,False,220.58276248375574
