dataset,domain,n_instances,n_features,n_classes,moxec_best_mcc_mean,moxec_best_mcc_std,flaml_mcc_mean,autogluon_mcc_mean,hv_moxec_mean,hv_moxec_std,hv_random_mean,hv_random_std,hv_tpe_mean,hv_tpe_std,wilcoxon_vs_random_p,wilcoxon_vs_tpe_p,faithfulness_sanity_rho,latency_proxy_rho,n_pareto_front_mean,nav_all_three_agree,elapsed_minutes
M5_obesity_levels,medical,2111,39,7,0.9718451589688466,0.002418920858007879,0.9642163770415784,0.9550547760632423,1.0996293839012556,0.014976769457510978,1.1029985590320537,0.018825622370090986,0.778533557412989,0.10803701659825406,0.75,0.25,0.9047619047619048,0.5393939393939393,30.333333333333332,False,294.0470688343048
