dataset,domain,n_instances,n_features,n_classes,moxec_best_mcc_mean,moxec_best_mcc_std,flaml_mcc_mean,autogluon_mcc_mean,hv_moxec_mean,hv_moxec_std,hv_random_mean,hv_random_std,hv_tpe_mean,hv_tpe_std,wilcoxon_vs_random_p,wilcoxon_vs_tpe_p,faithfulness_sanity_rho,latency_proxy_rho,n_pareto_front_mean,nav_all_three_agree,elapsed_minutes
M1_eeg_eye_state,medical,14980,14,2,0.9319517604953272,0.005751140982000331,0.9149176437978138,0.9050811576136416,0.8937619481481809,0.013043100654011913,0.8893290974580772,0.03247310979910605,1.0400318031697664,0.10832427187442978,1.0,0.25,0.9523809523809524,0.709090909090909,13.0,True,654.0283226450284
